"CPID","Year","SurveyDate","BlockID","SiteID","FragSize","SizeClass","ForestProp1km","FragRatio1km","ForestProp1kmRadius","FragRatio1kmRadius","Hunted","BrowseProb","PlotID","CornerFlagged","Latitude","Longitude","HostID","Host","HostFamily","HostGenus","HostSpecies","HostAbund","IndNum","BranchNum","BranchLength","BranchDiam","NumLeaves","CatID","ScientificName","Count","BadHost","Family","Genus","Species","MicroLep","Specialist","wtMPD","Records","Hosts","RearID","Notes"
5301,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",4,3,3,99,9.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5302,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"QUERU","Quercus rubra","Fagaceae","Quercus","rubra",1,1,1,76,8.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5303,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"BETLE","Betula lenta","Betulaceae","Betula","lenta",1,1,1,113,6.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5304,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,1,1,77,5.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5305,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,2,2,47,6.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5306,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,3,3,81,7.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5307,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",4,4,4,81,8.5,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5308,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_2_CP3","SE",41.889835,-72.327095,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",4,4,4,39,5.4,NA,"EUPIVA","Eupithecia variegated",1,NA,"Geometridae","Eupithecia","variegated","no","no",193.23,92,17,"NH_TCM_2_CP3_1_2018","Eupithecia"
5309,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",3,1,1,86,8.5,NA,"LYMADI","Lymantria dispar",4,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5310,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",3,1,1,86,8.5,NA,"ZALEMI","Zale minerea",1,NA,"Erebidae","Zale","minerea","no","",236.95,2,2,"NH_TCM_4_CP4_1_2018",""
5311,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",3,2,2,74,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5312,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_4_CP4","NE",41.889915,-72.326988,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",2,1,1,55,10.1,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5313,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP1","NE",41.884148,-72.325935,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",2,1,1,69,7.9,NA,"NEMARE","Nematocampa resistaria",1,NA,"Geometridae","Nematocampa","resistaria","no","no",210.47,68,20,NA,""
5314,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP1","NE",41.884148,-72.325935,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",2,2,2,90,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5315,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP1","NE",41.884148,-72.325935,"QUERU","Quercus rubra","Fagaceae","Quercus","rubra",2,1,1,NA,NA,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5316,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP1","NE",41.884148,-72.325935,"QUERU","Quercus rubra","Fagaceae","Quercus","rubra",2,2,2,39,7.7,NA,"NEMARE","Nematocampa resistaria",1,NA,"Geometridae","Nematocampa","resistaria","no","no",210.47,68,20,NA,""
5317,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP1","NE",41.884148,-72.325935,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",2,1,1,NA,NA,27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5318,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP1","NE",41.884148,-72.325935,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",2,2,2,211,10,NA,"SPERPU","Speranza pustularia",1,NA,"Geometridae","Speranza","pustularia","no","yes",0,158,1,NA,""
5319,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP1","NE",41.884148,-72.325935,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",2,2,3,194,10.6,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"switched branch length to cm"
5320,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP1","NE",41.884148,-72.325935,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",2,2,3,194,10.6,NA,"LAMBFI","Lambdina fiscellaria",1,NA,"Geometridae","Lambdina","fiscellaria","no","no",228.51,107,17,"NH_TCS_2_CP1_1_2018",""
5321,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP2","NE",41.884155,-72.325951,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",3,1,1,102,12.4,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5322,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP2","NE",41.884155,-72.325951,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",3,2,2,113,11.9,NA,"CATOXX","Catocala",1,NA,"Erebidae","Catocala","","no","",149.79,3,2,"NH_TCS_2_CP2_1_2018",""
5323,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_2_CP2","NE",41.884155,-72.325951,"VACCO","Vaccinium corymbosum","Ericaceae","Vaccinium","corymbosum",3,3,3,32,2.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5324,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"CORAM","Corylus americana","Betulaceae","Corylus","americana",5,1,1,147,8.2,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5325,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"CORAM","Corylus americana","Betulaceae","Corylus","americana",5,2,2,46,4.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5326,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"BETLE","Betula lenta","Betulaceae","Betula","lenta",1,1,1,103,7.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5327,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"CORAM","Corylus americana","Betulaceae","Corylus","americana",5,3,3,95,7.1,NA,"MALADI","Malacosoma disstria",1,NA,"Lasiocampidae","Malacosoma","disstria","no","no",199.53,111,20,NA,""
5328,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"CORAM","Corylus americana","Betulaceae","Corylus","americana",5,4,4,106,7.2,NA,"MALAAM","Malacosoma americana",2,NA,"Lasiocampidae","Malacosoma","americana","no","no",205.92,4,4,NA,""
5329,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"CORAM","Corylus americana","Betulaceae","Corylus","americana",5,4,4,106,7.2,NA,"CLADAT","Cladara atroliturata",1,NA,"Geometridae","Cladara","atroliturata","no","no",153.48,31,10,NA,""
5330,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",1,1,1,61,6.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5331,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",1,1,2,71,6.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5332,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",1,1,3,50,6.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5333,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",1,1,4,69,7.3,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5334,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"CORAM","Corylus americana","Betulaceae","Corylus","americana",5,5,5,44,4.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5335,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,1,68,8.7,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5336,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,2,140,10.2,NA,"LYMADI","Lymantria dispar",2,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,""
5337,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,2,140,10.2,NA,"EUPIVA","Eupithecia variegated",1,NA,"Geometridae","Eupithecia","variegated","no","no",193.23,92,17,"NH_TCM_3_CP3_1_2018",""
5338,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,2,140,10.2,NA,"TORTRI","Tortricidae",1,NA,"Tortricidae","","","yes","",NA,NA,NA,"NH_TCM_3_CP3_2_2018","Tortricidae"
5339,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP3","N",41.890198,-72.327316,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,3,44,4.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5340,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP1","N",41.884602,-72.326073,"NYSSY","Nyssa sylvatica","Cornaceae","Nyssa","sylvatica",2,1,1,108,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5341,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP1","N",41.884602,-72.326073,"NYSSY","Nyssa sylvatica","Cornaceae","Nyssa","sylvatica",2,1,2,44,3.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5342,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP1","N",41.884602,-72.326073,"NYSSY","Nyssa sylvatica","Cornaceae","Nyssa","sylvatica",2,1,3,68,3.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5343,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP1","N",41.884602,-72.326073,"NYSSY","Nyssa sylvatica","Cornaceae","Nyssa","sylvatica",2,2,4,83,4.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5344,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP1","N",41.884602,-72.326073,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,182,12.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5345,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP1","N",41.884602,-72.326073,"BETAL","Betula alleghaniensis","Betulaceae","Betula","alleghaniensis",1,1,1,76,5.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5346,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP2","E",41.884453,-72.326149,"NYSSY","Nyssa sylvatica","Cornaceae","Nyssa","sylvatica",1,1,1,117,11.2,NA,"GELECH","Gelechiidae",1,NA,"Gelechiidae","","","yes","",NA,NA,NA,"NH_TCS_3_CP2_1_2018",""
5347,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP2","E",41.884453,-72.326149,"NYSSY","Nyssa sylvatica","Cornaceae","Nyssa","sylvatica",1,1,1,117,11.2,NA,"EUTRCL","Eutrapela clemataria",1,NA,"Geometridae","Eutrapela","clemataria","no","no",224.43,45,20,"NH_TCS_3_CP2_2_2018","dark"
5348,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP2","E",41.884453,-72.326149,"NYSSY","Nyssa sylvatica","Cornaceae","Nyssa","sylvatica",1,1,2,89,8.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5349,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP2","E",41.884453,-72.326149,"NYSSY","Nyssa sylvatica","Cornaceae","Nyssa","sylvatica",1,1,3,106,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5350,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP2","E",41.884453,-72.326149,"CARGL","Carya glabra","Juglandaceae","Carya","glabra",1,1,1,63,6.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably CARGL, not CAROV (JGM)"
5351,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP3","S",41.884392,-72.326332,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,150,12.8,NA,"IRIDEP","Iridopsis ephyraria",1,NA,"Geometridae","Iridopsis","ephyraria","no","no",209.89,124,20,NA,""
5352,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP3","S",41.884392,-72.326332,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,150,12.8,NA,"SPERPU","Speranza pustularia",2,NA,"Geometridae","Speranza","pustularia","no","yes",0,158,1,NA,""
5353,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_3_CP4","E",41.88456,-72.326324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No trees in 3_CP4"
5354,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP1","NW",41.884541,-72.325867,"TSUCA","Tsuga canadensis","Pinaceae","Tsuga","canadensis",1,1,1,100,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5355,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP1","NW",41.884541,-72.325867,"TSUCA","Tsuga canadensis","Pinaceae","Tsuga","canadensis",1,1,2,102,16.7,NA,"CLADLI","Cladara limitaria",1,NA,"Geometridae","Cladara","limitaria","no","yes",202.48,49,3,"NH_TCS_4_CP1_1_2018",""
5356,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP1","NW",41.884541,-72.325867,"TSUCA","Tsuga canadensis","Pinaceae","Tsuga","canadensis",1,1,3,81,13.3,NA,"CLADLI","Cladara limitaria",1,NA,"Geometridae","Cladara","limitaria","no","yes",202.48,49,3,NA,""
5357,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP1","NW",41.884541,-72.325867,"TSUCA","Tsuga canadensis","Pinaceae","Tsuga","canadensis",1,1,4,72,7.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5358,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP1","NW",41.884541,-72.325867,"TSUCA","Tsuga canadensis","Pinaceae","Tsuga","canadensis",1,1,5,61,7.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5359,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP2","SW",41.884441,-72.325562,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",1,1,1,109,10,NA,"SPERPU","Speranza pustularia",2,NA,"Geometridae","Speranza","pustularia","no","yes",0,158,1,"NH_TCS_4_CP2_1_2018",""
5360,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP3","SE",41.884323,-72.325729,"LYOLI","Lyonia ligustrina","Ericaceae","Lyonia","ligustrina",1,1,1,99,8.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably LYOLI, not VACCO (JGM)"
5361,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP3","SE",41.884323,-72.325729,"CASDE","Castanea dentata","Fagaceae","Castanea","dentata",1,1,1,77,8.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5362,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP3","SE",41.884323,-72.325729,"CASDE","Castanea dentata","Fagaceae","Castanea","dentata",1,1,2,79,5.5,NA,"MICROL","Microlepidoptera",1,NA,"","","","yes","",NA,NA,NA,"NH_TCS_4_CP3_1_2018",""
5363,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP3","SE",41.884323,-72.325729,"TSUCA","Tsuga canadensis","Pinaceae","Tsuga","canadensis",1,1,1,82,9.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5364,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP4","NW",41.884521,-72.325928,"TSUCA","Tsuga canadensis","Pinaceae","Tsuga","canadensis",4,1,1,88,9.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5365,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP4","NW",41.884521,-72.325928,"TSUCA","Tsuga canadensis","Pinaceae","Tsuga","canadensis",4,2,2,63,8,NA,"CLADLI","Cladara limitaria",1,NA,"Geometridae","Cladara","limitaria","no","yes",202.48,49,3,"NH_TCS_4_CP4_1_2018",""
5366,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP4","NW",41.884521,-72.325928,"TSUCA","Tsuga canadensis","Pinaceae","Tsuga","canadensis",4,3,3,78,9.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5367,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP4","NW",41.884521,-72.325928,"TSUCA","Tsuga canadensis","Pinaceae","Tsuga","canadensis",4,4,5,77,9.9,NA,"CLADLI","Cladara limitaria",1,NA,"Geometridae","Cladara","limitaria","no","yes",202.48,49,3,NA,""
5368,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP4","NW",41.884521,-72.325928,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",2,1,1,NA,0.5,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5369,2018,2018-06-06,"NH","TCS",6.225,"small",0.782,1.364,0.831,1.144,"no",0.304,"NH_TCS_4_CP4","NW",41.884521,-72.325928,"ACERU","Acer rubrum","Sapindaceae","Acer","rubrum",2,1,2,NA,3,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5370,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP2","N",41.890144,-72.327187,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",5,1,1,124,8.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as TCS"
5371,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP2","N",41.890144,-72.327187,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",5,2,2,113,8.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as TCS"
5372,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP2","N",41.890144,-72.327187,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,1,1,149,13.1,NA,"MALADI","Malacosoma disstria",1,NA,"Lasiocampidae","Malacosoma","disstria","no","no",199.53,111,20,NA,"On datasheet as TCS, typically not on pine"
5373,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP2","N",41.890144,-72.327187,"CORCO","Corylus cornuta","Betulaceae","Corylus","cornuta",5,3,3,150,9.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as TCS"
5374,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP2","N",41.890144,-72.327187,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,2,2,112,12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as TCS"
5375,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP2","N",41.890144,-72.327187,"PINST","Pinus strobus","Pinaceae","Pinus","strobus",3,2,3,128,12.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as TCS"
5376,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP2","N",41.890144,-72.327187,"CARGL","Carya glabra","Juglandaceae","Carya","glabra",1,1,1,53,8.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as TCS, likely CARGL, not CAROV (JGM)"
5377,2018,2018-06-06,"NH","TCM",108.697,"medium",0.747,1.897,0.866,1.215,"yes",0.165,"NH_TCM_3_CP2","N",41.890144,-72.327187,"CARGL","Carya glabra","Juglandaceae","Carya","glabra",1,1,2,65,6,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"On datasheet as TCS, likely CARGL, not CAROV (JGM)"
